,ID-ORDER,datetime,Q1a_lang1,Q2-1_Meetings_Freq,Q2-1_Meetings_Import,Q2-1_Meetings_Eng,Q2-1_Meetings_LES, Q2-2_PreparedStats_Freq,Q2-2_PreparedStats_Import,Q2-2_PreparedStats_Eng,Q2-2_PreparedStats_LES,Q2-3_PublicInter_Freq,Q2-3_PublicInter_Import,Q2-3_PublicInter_Eng,Q2-3_PublicInter_LES,Q2-4_SocialConv_Freq,Q2-4_SocialCon_Import,Q2-4_SocialCon_Eng,Q2-4_SocialCon_LES,Q2-5_CommPhone_Freq,Q2-5_CommPhone_Import,Q2-5_CommPhone_Eng,Q2-5_CommPhone_LES,Q2-6_ElicitGather_Freq,Q2-6_ElicitGather_Import,Q2-6_ElicitGather_Eng,Q2-6_ElicitGather_LES,Q2-7_SocialMedia_Freq,Q2-7_SocialMedia_Import,Q2-7_SocialMedia_Eng,Q2-7_SocialMedia_LES,Q2-8_EmailText_Freq,Q2-8_EmailText_Import,Q2-8_EmailText_Eng,Q2-8_EmailText_LES,Q2-9_MonitPubSpoken_Freq,Q2-9_MonitPubSpoken_Import,Q2-9_MonitPubSpoken_Eng,Q2-9_MonitPubSpoken_LES,Q2-10_MonitBroadcast_Freq,Q2-10_MonitBroadcast_Import,Q2-10_MonitBroadcast_Eng,Q2-10_MonitBroadcast_LES,Q2-11_GiveInstruct_Freq,Q2-11_GiveInstruct_Import,Q2-11_GiveInstruct_Eng,Q2-11_GiveInstruct_LES,Q2-12_MakeRequest_Freq,Q2-12_MakeRequest_Import,Q2-12_MakeRequest_Eng,Q2-12_MakeRequest_LES,Q2-13_Negotiate_Freq,Q2-13_Negotiate_Import,Q2-13_Negotiate_Eng,Q2-13_Negotiate_LES,Q2-14_Services_Freq,Q2-14_Services_Import,Q2-14_Services_Eng,Q2-14_Services_LES,Q2-15_SchedOrganize_Freq,Q2-15_SchedOrganize_Import,Q2-15_SchedOrganize_Eng,Q2-15_SchedOrganize_LES,Q2-16_Travel_Freq,Q2-16_Travel_Import,Q2-16_Travel_Eng,Q2-16_Travel_LES,Q2-17_WriteCorresp_Freq,Q2-17_WriteCorresp_Import,Q2-17_WriteCorresp_Eng,Q2-17_WriteCorresp_LES,Q2-18_SpeakExtempor_Freq,Q2-18_SpeakExtempor_Import,Q2-18_SpeakExtempor_Eng,Q2-18_SpeakExtempor_LES,Q2-19_ReadJobDocs_Freq,Q2-19_ReadJobDocs_Import,Q2-19_ReadJobDocs_Eng,Q2-19_ReadJobDocs_LES,Q2-20_Translate_Freq,Q2-20_Translate_Import,Q2-20_Translate_Eng,Q2-20_Translate_LES,Q2-21_Interpret_Freq,Q2-21_Interpret_Import,Q2-21_Interpret_Eng,Q2-21_Interpret_LES,Q2-22_MonitSpokenAccu_Freq,Q2-22_MonitSpokenAccu_Import,Q2-22_MonitSpokenAccu_Eng,Q2-22_MonitSpokenAccu_LES,Q2-23_ReviewEdit_Freq,Q2-23_ReviewEdit_Import,Q2-23_ReviewEdit_Eng,Q2-23_ReviewEdit_LES,Q2-24_Shop_Freq,Q2-24_Shop_Import,Q2-24_Shop_Eng,Q2-24_Shop_LES,Q2-25_OrderFood_Freq,Q2-25_OrderFood_Import,Q2-25_OrderFood_Eng,Q2-25_OrderFood_LES,Q2-26_Children_Freq,Q2-26_Children_Import,Q2-26_Children_Eng,Q2-26_Children_LES,Q2-27_Leisure_Freq,Q2-27_Leisure_Import,Q2-27_Leisure_Eng,Q2-27_Leisure_LES,Comments_Ratings,Translation_aids,Add_tasks,PostnRelabel,Bureau,Org Name,Country,Emp Grade,EmpGradeRank,Lang Cd,Emp Speak Proficiency 1,Speak Proficiency Plus,Emp Read Proficiency 1,Read Proficiency Plus,Postn Lang 1 Sp/Rd,Postn Lang 1 Sp,Postn Lang 1 Rd
629,NA00640,2017-08-14 08:48:00,Hungarian,Weekly,Very important,yes,yes,Monthly,Important,yes,yes,Weekly,Very important,yes,yes,Daily,Very important,yes,yes,Monthly,Not important,yes,yes,Weekly,Important,yes,yes,Every few months,Slightly important,yes,yes,Daily,Very important,yes,yes,Weekly,Important,yes,yes,Daily,Very important,yes,yes,Daily,Important,yes,yes,Monthly,Important,yes,yes,Monthly,Important,yes,yes,Never - not applicable,Not applicable,,yes,Daily,Very important,yes,yes,Weekly,Important,yes,yes,Daily,Very important,yes,yes,Weekly,Very important,yes,yes,Daily,Very important,yes,yes,Never - Can't do in the language,Not applicable,,yes,Never - Can't do in the language,Not applicable,,yes,Weekly,Important,yes,yes,Daily,Very important,yes,yes,Weekly,Very important,yes,,Weekly,Very important,yes,,Weekly,Very important,yes,,Weekly,Very important,yes,,"I live downtown and have very infrequent use for the local language as so many people here speak English.  A very small amount of the knowledge of Hungarian goes a long way toward good will, but is otherwise unnecessary for daily life.",,,Social Media,EUR,BUDAPEST,HUNGARY,01,SENIOR,HU,2.0,0.5,2.0,0.5,HU,3,3
630,NA00641,2017-08-14 08:44:00,French,Weekly,Very important,,,Never - not applicable,Not important,,,Monthly,Important,,,Weekly,Very important,,,Monthly,Important,,yes,Monthly,Important,,,Monthly,Important,,yes,Daily,Very important,yes,no,Weekly,Very important,,,Daily,Important,,yes,Daily,Slightly important,yes,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,yes,Monthly,Slightly important,,,Every few months,Very important,,,Monthly,Very important,,,Daily,Very important,,,Monthly,Very important,,yes,Monthly,Very important,,yes,Weekly,Very important,,yes,Daily,Very important,,yes,Weekly,Important,,,Weekly,Important,,,Daily,Important,,,Monthly,Slightly important,yes,,,,,Operations,NEA,RABAT,MOROCCO,04,ENTRY,AD,2.0,0.5,2.0,0.5,FR,3,3
631,NA00642,2017-08-14 08:41:00,Polish,Daily,Very important,,,Every few months,Slightly important,,,Never - not applicable,Not important,yes,,Never - not applicable,Not important,yes,,Monthly,Slightly important,,,Daily,Very important,,,Never - Can't do in the language,Not important,,,Never - Can't do in the language,Not important,,,Never - Can't do in the language,Not important,,,Never - not applicable,Not important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,,,,Weekly,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,,,Never - Can't do in the language,Not important,,,Never - Can't do in the language,Not important,,,Daily,Important,,,Never - Can't do in the language,Not important,yes,,Daily,Not important,yes,,Weekly,,,,Weekly,Slightly important,,,Weekly,Slightly important,,,"Almost everything can be done in Warsaw in English. What cannot be accomplished in English,cannot be accomplished with 2/2 Polish. ",Complicated visa interviews require interpretation support. ,"I do speak Polish for most visa interviews, but complicated interviews require the support of a Polish interpreter.  The problem, I've found, is that educated Poles speak the clearest Polish, but they are also the most likely to speak English fluently. The monolingual Poles are very difficult to understand, and I doubt that even those who stay in the language program up to a 3/3 would be able to have a conversation with them. ",Customer Service,EUR,WARSAW,POLAND,04,ENTRY,PL,2.0,,2.0,,PL,2,2
632,NA00643,2017-08-14 08:41:00,Czech,Monthly,Important,yes,,Monthly,Important,yes,,Monthly,Important,yes,,Weekly,Important,yes,,Weekly,Slightly important,yes,yes,Daily,Very important,,,Never - not applicable,,,,Daily,Important,yes,yes,Monthly,Important,yes,,Weekly,Important,,,Daily,Slightly important,yes,,Daily,Slightly important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,,Daily,Slightly important,,,Monthly,Slightly important,yes,,Weekly,Very important,yes,,Weekly,Important,,,Monthly,Important,,,Never - not applicable,,,,Every few months,Important,,,Monthly,Important,yes,,Weekly,Slightly important,,,Daily,Slightly important,,,Monthly,Slightly important,,,Weekly,Very important,,,"Though many meetings or official interactions may be in English, interlocutors value and appreciate the fact that I speak Slovak well and can therefore understand and if needed speak mostly correct Czech as well.  Many counterparts at ministries etc. who may know English prefer to use Czech because they know we will still understand each other well.  Some prefer English for various reasons.  So whereas I checked Done mostly in English for many areas, the times when I do use the local language are important.  As for social interactions, surely many local residents speak some English but I wouldn't meet some people or have some interactions at all, and would be unable to engage at a deeper level, without my command of the local languages.",Occasionally for email or phone calls when I don't know the word.,,Customer Service,EUR,PRAGUE,CZECH REPUBLIC,01,SENIOR,CX,2.0,0.5,3.0,,CX,3,3
633,NA00644,2017-08-14 08:41:00,Spanish,Every few months,Important,,,Every few months,Important,,,Every few months,Important,,,Every few months,Important,,,Weekly,Important,,,Daily,Very important,,,Never - not applicable,,,,Weekly,Slightly important,,,Never - not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,WHA,MEXICO -CITY D.F.,MEXICO,04,ENTRY,QB,3.0,,3.0,,QB,3,3
634,NA00645,2017-08-14 08:39:00,Spanish,Every few months,Slightly important,,yes,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Important,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Weekly,Important,yes,,Every few months,Important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Slightly important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,,,,Customer Service,WHA,QUITO,ECUADOR,04,ENTRY,QB,3.0,,3.0,,QB,3,3
635,NA00646,2017-08-14 08:36:00,Farsi,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,no,,Daily,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Not important,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,,,Weekly,Slightly important,yes,,Every few months,Slightly important,yes,,Weekly,Slightly important,yes,,,,,Customer Service,EUR,YEREVAN,ARMENIA,04,ENTRY,PF,2.0,0.5,2.0,0.5,PF,2,1
636,NA00647,2017-08-14 08:35:00,German,Daily,Very important,no,no,Weekly,Very important,,,Weekly,Very important,,,Daily,Important,,,Weekly,Slightly important,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Important,,,Daily,Important,yes,,Monthly,Important,,,Weekly,Slightly important,,,Monthly,Very important,,,Weekly,Very important,,,Monthly,Important,,,Weekly,Very important,,,Daily,Very important,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Weekly,Important,,,Weekly,Important,,,Weekly,Important,,,Monthly,Important,,,Weekly,Important,,,,,"Visiting locations - companies, museums, schools and receiving tours in the foreign language - engaging in conversation with the hosts.",Executive,EUR,HAMBURG,GERMANY,01,SENIOR,GM,3.0,,3.0,,GM,3,3
637,NA00648,2017-08-14 08:32:00,French,Weekly,Very important,,,Every few months,Important,,,Weekly,Important,,,Weekly,Important,,,Weekly,Slightly important,,,Weekly,Very important,,,Monthly,Slightly important,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Important,,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Important,no,,Never - not applicable,,,,Every few months,Important,yes,,Monthly,Important,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,,Weekly,Very important,,,,"Google translate has become increasingly useful as the software improves and, in a pinch, is very useful for a quick initial translation of some longer texts or even individual words in texts (all done via cut-and-paste).",,Operations,EUR,PARIS,FRANCE,02,MID,FR,3.0,0.5,3.0,0.5,FR,3,3
638,NA00649,2017-08-14 08:31:00,Spanish,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Daily,Slightly important,,,Monthly,Important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Important,,,Never - not applicable,Not applicable,,,Daily,Slightly important,,,Daily,Important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,"Some items I've marked as ""Not Applicable"" as it's not officially part of my job duties, but I do them anyways, such as monitor press releases, etc. ",None ,I think the Consular aspect was under-represented in tihs survey. There are so many different types of work done in the Consular section and they all require different language abilities.  ,Customer Service,WHA,BOGOTA,COLOMBIA,04,ENTRY,QB,3.0,,3.0,,QB,3,3
639,NA00650,2017-08-14 08:26:00,Farsi,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,I am not living in a country where the language is spoken.  I only use the language for visa interviews and sometimes reviewing applicant documents. ,,,Customer Service,NEA,DUBAI,UNITED ARAB EMIRATES,04,ENTRY,PF,3.0,,3.0,,PF,2,1
640,NA00651,2017-08-14 08:24:00,Spanish,Never - not applicable,Not applicable,,,Every few months,Important,,yes,Never - not applicable,Not applicable,,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,yes,,Daily,Important,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Very important,,,"Transactional and practical communications are far more important than high-level, conceptional communication",Google translate when necessary,,Customer Service,WHA,BOGOTA,COLOMBIA,04,ENTRY,QB,3.0,,3.0,,QB,3,3
641,NA00652,2017-08-14 08:23:00,Portuguese,Weekly,Important,,,Monthly,Important,,,Weekly,Important,,,Daily,Important,,,Daily,Slightly important,,,Daily,Important,,,Monthly,Not important,,,Daily,Slightly important,,,Monthly,Important,,,Daily,Slightly important,,yes,Daily,Important,,,Daily,Slightly important,,,Every few months,Important,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,Daily,Slightly important,,,Weekly,Important,,,Daily,Slightly important,,,Daily,Slightly important,,,Monthly,Slightly important,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,Daily,Important,,,Weekly,Not important,,,Weekly,Not important,,,Weekly,Slightly important,,,Weekly,Not important,,,"If something was referring to my PERSONAL life, I rated importance as according to how important I felt local language is in that skill.  If something was referring to my PROFESSIONAL life, I tried to rate things according to what I assess as their overall importance to our diplomatic mission.",I will occasionally use Google translate for a new word.,I evaluate travel documents and related law enforcement intelligence or security alerts in the local language.,Security,EUR,LISBON,PORTUGAL,03,MID,PY,3.0,0.5,3.0,0.5,PY,3,3
642,NA00653,2017-08-14 08:22:00,French,Daily,Very important,,,Every few months,Important,,,Weekly,Important,,,Daily,Important,,,Daily,Important,,,Daily,Very important,,,Daily,Very important,,yes,Daily,Very important,,no,Daily,Very important,,,Daily,Very important,,yes,Daily,Very important,yes,,Daily,Important,yes,,Every few months,Important,,,Monthly,Important,,,Weekly,Important,yes,yes,Daily,Important,,,Daily,Very important,yes,,Weekly,Very important,,,Daily,Very important,,,Weekly,Important,,yes,Monthly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Daily,Slightly important,,,Weekly,Important,,,Weekly,Important,yes,,,,,Operations,AF,KINSHASA,DEM REP OF CONGO,04,ENTRY,FR,3.0,,3.0,,FR,3,3
643,NA00654,2017-08-14 08:21:00,French,Every few months,Slightly important,,yes,Never - Can't do in the language,Not important,,,Every few months,Slightly important,,,Weekly,Important,,,Weekly,Important,,,Weekly,Important,,,Monthly,Slightly important,,,Monthly,Important,,yes,Never - Can't do in the language,Slightly important,,,Every few months,Slightly important,,,Weekly,Very important,,yes,Daily,Important,,,Never - Can't do in the language,,,,Monthly,Slightly important,,,Never - not applicable,,,,Monthly,,,,Never - not applicable,,,,Never - Can't do in the language,Slightly important,,,Monthly,Important,,,Every few months,Important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,,Weekly,Important,,,"I work as an ARSO in a two person shop.  Most representational events are covered by the RSO (who requires a higher level of French to conduct activities).  Will I'm able to conduct the bulk of my work here at post with the level of French I have, I would certainly be better served and able to serve better if my French was at a higher level. To that end, I work constantly to improve it and have seen some benefits.  Additionally, the main language at post is Arabic.  French is spoken at various levels as a ""commerce"" language.  Being able to converse in either French or Arabic is essential for my positions success.",I use translation apps nearly daily.,,Security,NEA,CASABLANCA,MOROCCO,03,MID,FR,2.0,,2.0,0.5,FR,2,2
644,NA00655,2017-08-14 08:18:00,French,Every few months,Important,,,Every few months,Important,,,Monthly,Important,,,Daily,Very important,,,Monthly,Important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Every few months,Important,yes,,Weekly,Important,,,Daily,Very important,yes,,Daily,Very important,yes,,Every few months,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Monthly,Important,,,Weekly,Important,,,Daily,Important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Important,,,Every few months,,,,Daily,Very important,,,Monthly,Very important,,,Weekly,Very important,,,Daily,Very important,,,"For me, I use French daily in my social interections - conversations and texts with friends.  I also use it at work daily during Consular Interviews.  ",Writing emails to outside contacts in French - I use linguee.com the most.,,Customer Service,WHA,MONTREAL,QUEBEC (CG),04,ENTRY,FR,3.0,,3.0,,FR,3,3
645,NA00656,2017-08-14 08:17:00,Lithuanian,Every few months,Important,yes,yes,Every few months,Slightly important,yes,,Every few months,Important,yes,,Monthly,Very important,yes,,Weekly,Important,yes,,Weekly,Very important,yes,yes,Never - not applicable,Not applicable,,,Monthly,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,,,,Daily,Very important,yes,,Weekly,Very important,yes,,Monthly,Important,yes,yes,Weekly,Very important,yes,,Monthly,Slightly important,yes,,Weekly,Important,yes,yes,Every few months,Slightly important,yes,,Never - Can't do in the language,Not important,,,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Weekly,Very important,yes,,Weekly,Very important,yes,,Monthly,Very important,yes,,Monthly,Important,yes,,So many people speak English here it is amazing.  I do use the language to make local purcahses at the outdoor market but that's about it.,,,Manager,EUR,VILNIUS,LITHUANIA,03,MID,LT,2.0,0.5,2.0,0.5,LT,2,2
646,NA00657,2017-08-14 08:17:00,French,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Daily,Important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,no,,Daily,Very important,,,Weekly,Very important,,yes,Never - not applicable,,,,Daily,Very important,,,Monthly,Very important,,,Weekly,Very important,,yes,Daily,Very important,,,Daily,Very important,,,Weekly,,,yes,Weekly,Very important,,,Weekly,,,yes,Weekly,Very important,yes,,Weekly,Very important,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Very important,,,"French is absolutely essential here.  Daily life is impossible without it.  Very few local interlocutors speak English.  LES very rarely provide translation assistance, unless specifically requested.","Occasional checking of my own writing, usually to correct grammar/spelling, in particular the gender of uncommon nouns.",No,Social Media,AF,COTONOU,BENIN,02,MID,FR,3.0,,3.0,,FR,3,3
